NO.,FRENCH VERSION,ENGLISH VERSION
1066,"Un leader est celui qui connaît le chemin, suit le chemin et montre le chemin. —John Maxwell","A leader is one who knows the way, goes the way, and shows the way. —John Maxwell"
1067,Un leader est un marchand d'espoir. Napoléon Bonaparte,A leader is a dealer in hope. Napoleon Bonaparte
1068,Un livre est un rêve que vous tenez entre vos mains. Neil Gaïman,A book is a dream that you hold in your hands. Neil Gaiman
1069,Un malheur n'arrive jamais seul,"It never rains but it pours (GB) = When it rains, it pours (US)"
1070,Un méchant buisson abrite mieux que rase campagne.,A bad bush is better than the open field
1071,Un mendiant n'a pas le choix.,Beggars must not be choosers.
1072,"Un mot après un mot après un mot, c'est le pouvoir. Margaret Atwood",A word after a word after a word is power. Margaret Atwood
1073,Un mot dans l'oreille d'un sage suffit.,A word to the wise is sufficient.
1074,"Un oeuf, une pomme, une noix, se mangent après qui que ce soit.","An apple, an egg, and a nut, you may eat after a slut."
1075,Un point à temps en vaut cent,A stitch in time saves nine
1076,Un problème est une chance pour vous de faire de votre mieux. -Duc Ellington,A problem is a chance for you to do your best. -Duke Ellington
1077,Un sou est un sou,Every penny counts
1078,Un sourire chaleureux est le langage universel de la gentillesse.- William Arthur Ward,A warm smile is the universal language of kindness.- William Arthur Ward
1079,Un sourire est le début de la paix. -Mère Teresa,A smile is the beginning of peace. -Mother Teresa
1080,Un tempérament rapide vous rendra ridicule bien assez tôt. Bruce Lee,A quick temper will make a fool of you soon enough. Bruce Lee
1081,Un tiens vaut mieux que deux tu l'auras,A bird in the hand is worth two in the bush
1082,Un trop-plein de bien se transforme en mal. William Shakespeare,An overflow of good converts to bad. William Shakespeare
1083,Un vrai homme ne hait personne. Napoléon Bonaparte,A true man hates no one. Napoleon Bonaparte
1084,Une abeille n'est pas un essaim.,One bee makes no swarm
1085,Une âme heureuse est le meilleur bouclier pour un monde cruel. -Atticus,A happy soul is the best shield for a cruel world. -Atticus
1086,Une bataille perdue est une bataille que l'on pense avoir perdue. Jean Paul Sartre,A lost battle is a battle one thinks one has lost. Jean-Paul Sartre
1087,Une bouche fermée n'attrape pas de mouches. Miguel de Cervantès,A closed mouth catches no flies. Miguel de Cervantes
1088,Une chose n'est pas nécessairement vraie parce qu'un homme meurt pour elle. Oscar Wilde,A thing is not necessarily true because a man dies for it. Oscar Wilde
1089,Une des clés du bonheur est un mauvais souvenir. -Rita Mae Brown,One of the keys to happiness is a bad memory. -Rita Mae Brown
1090,Une femme heureuse est une vie heureuse. - Gavin Rossdale,A happy wife is a happy life. -Gavin Rossdale
1091,"Une fois que vous avez choisi l'espoir, tout est possible. — Christophe Reeve"," “Once you choose hope, anything’s possible.” — Christopher Reeve"
1092,"Une fois que vous avez choisi l'espoir, tout est possible. -Christophe Reeve","Once you choose hope, anything’s possible. -Christopher Reeve"
1093,Une hirondelle ne fait pas le printemps,One swallow doesn't make a summer
1094,Une journée d'inquiétude est plus épuisante qu'une journée de travail. John Lubbock,A day of worry is more exhausting than a day of work. John Lubbock
1095,Une lecture facile est une écriture sacrément difficile. Nathaniel Hawthorne,Easy reading is damn hard writing. Nathaniel Hawthorne
1096,Une mort certaine d'un artiste est un excès de confiance. Robin Trower,A certain death of an artist is overconfidence. Robin Trower
1097,Une œuvre d'art est le résultat unique d'un tempérament unique. Oscar Wilde,A work of art is the unique result of a unique temperament. Oscar Wilde
1098,"Une place pour chaque chose, chaque chose à sa place. Benjamin Franklin","A place for everything, everything in its place. Benjamin Franklin"
1099,Une rose de n'importe quel autre nom sentirait aussi bon.,A rose by any other name would smell as sweet.
1100,Unis nous restons debout divisés nous tombons.,"United we stand, divided we fall."
1101,Vas-y fais ma journée.,"Go ahead, make my day."
1102,Vivez la vie dont vous avez rêvé. -Henry David Thoreau,Live the life you’ve dreamed. -Henry David Thoreau
1103,Vivez vos croyances et vous pourrez changer le monde. Henry David Thoreau,Live your beliefs and you can turn the world around. Henry David Thoreau
1104,"Vivez votre vie, faites votre travail, puis prenez votre chapeau. -Henry David Thoreau","Live your life, do your work, then take your hat. -Henry David Thoreau "
1105,Vivre heureux est une puissance intérieure de l'âme. - Marc Aurèle,To live happily is an inward power of the soul. -Marcus Aurelius
1106,Vos clients les plus mécontents sont votre plus grande source d'apprentissage. Bill Gates,Your most unhappy customers are your greatest source of learning. Bill Gates
1107,Votre énergie vous présente avant même que vous ne parliez.,Your energy introduces you before you even speak.
1108,Vouloir être quelqu'un d'autre est une perte de qui vous êtes. -Kurt Cobain,Wanting to be someone else is a waste of who you are. -Kurt Cobain
1109,"Vouloir, c'est pouvoir","When there is a will, there is a way."
1110,Vous affectez votre esprit subconscient par la répétition verbale. W. Clément Stone,You affect your subconscious mind by verbal repetition. W. Clement Stone
1111,Vous devez être le changement que vous souhaitez voir dans le monde.,You must be the change you wish to see in the world.
1112,Vous devez vous battre pour atteindre votre rêve. Lionel Messi,You have to fight to reach your dream. Lionel Messi
1113,"Vous êtes imparfait, en permanence et inévitablement imparfait. Et tu es belle.- Amy Bloom","You are imperfect, permanently and inevitably flawed. And you are beautiful.- Amy Bloom"
1114,Vous êtes qui vous êtes quand personne ne vous regarde. -Stephen Fry,You are who you are when nobody’s watching. -Stephen Fry
1115,Vous êtes vos choix. -Lucius Annaeus Sénèque,You are your choices. -Lucius Annaeus Seneca
1116,Vous manquez 100% des photos que vous ne prenez pas. — Wayne Gretzky, “You miss 100 percent of the shots you don’t take.” — Wayne Gretzky
1117,"Vous me verrez peut-être lutter, mais vous ne me verrez jamais abandonner.","You may see me struggle, but you will never see me quit."
1118,"Vous ne pouvez pas sauver les gens, vous pouvez juste les aimer.- Anaïs Nin","You cannot save people, you can just love them.- Anaïs Nin"
1119,"Vous ne vivez qu'une fois, mais si vous le faites bien, une fois suffit. -Mae West","You only live once, but if you do it right, once is enough. -Mae West"
1120,Vous n'êtes pas une goutte dans l'océan. Vous êtes l'océan entier dans une goutte. -Rumi,You are not a drop in the ocean. You are the entire ocean in a drop. -Rumi
1121,"Vous n'êtes pas votre CV, vous êtes votre travail. Seth Godin","You are not your resume, you are your work. Seth Godin"
1122,Vous pouvez détruire votre présent en vous souciant de demain. Janis Joplin,You can destroy your now by worrying about tomorrow. Janis Joplin
1123,Vous ramassez des fans et une poignée de haineux en cours de route. Bruno Mars,You pick up some fans and a handful of haters along the way. Bruno Mars
